"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล ออร่าเพอร์เฟคโฟม 100มล.","8991380232148","EA","","","","","8994993004607","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","139","","","1644","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.2","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 1.0 FREE 0.0 VALUE 1450.86","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ไกลโคลิคกลอส สระ+นวด 400มล.","8850434390954","EA","","","","","8850434390961","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","229","","","1362","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลเส้นผม","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1231.29","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ไกลโคลิคกลอส สระ+สระ 400มล.","8850434390992","EA","","","","","8850434391005","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","229","","","1362","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลเส้นผม","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.5","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1245.10","","7","","","","","","","","","","","","","","","","0","0","0","0","4","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ครีมนวดไกลโคลิคกลอสชายน์ซิลดิ้ง 375มล.","8994993027736","EA","","","","","8994993027743","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","1.0","0.9","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1397.10","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1397.10","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ครีมนวดโททอลรีแพร์5 375มล.","8992304035456","EA","","","","","8992304084133","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.9","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1323.22","","7","","","","","","","","","","","","","","","","0","0","0","0","2","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ครีมนวดฟอลรีซิสท์ 375มล.","8992304035494","EA","","","","","8992304084171","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","1.0","0.2","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 661.61","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 661.61","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ครีมนวดไฮยาเพียว 375มล.","8994993027071","EA","","","","","8994993027088","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","3.3","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 698.55","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ ครีมนวดไฮยาลูรอน 375มล","8994993019083","EA","","","","","8994993019182","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","129","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.1","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1397.10","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ แชมพูไกลโคลิคกลอสเอ็กซ์ตร้ากลอส 400มล.","8994993027613","EA","","","","","8994993027620","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","139","","","822","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","1.0","0.5","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 714.41","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 714.41","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ แชมพูคัลเลอร์โปรเท็ค 400มล.","8992304078873","EA","","","","","8992304084232","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","","","","","","","","","","","","","139","","","822","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","1.7","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/11 VOLUME 2.0 FREE 0.0 VALUE 1353.24","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ แชมพูโททอลรีแพร์5 400มล.","8992304024368","EA","","","","","8992304084140","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","139","","","822","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","4.1","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 676.62","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลอรีอัล เอลแซฟ แชมพูฟอลรีซิสท์ 400มล.","8992304031281","EA","","","","","8992304084188","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","139","","","822","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับร่างกาย","ผลิตภัณฑ์ดูแลผิวหน้า","ลอรีอัลปารีส","ไม่กำหนดขนาด","บจก. ลอรีอัล (ประเทศไทย)","CR06800068","บจก. ปฐมนคร เค.เอ็ม.พี. (ลอรีอัล)","365","0","","2026/03/11","","","","","","0.1","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/11 VOLUME 4.0 FREE 0.0 VALUE 676.62","","7","","","","","","","","","","","","","","","","0","0","0","0","2","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
